2023-09-24 09:06:45,956 INFO    StreamThr :21156 [internal.py:wandb_internal():86] W&B internal server running at pid: 21156, started at: 2023-09-24 09:06:45.956334
2023-09-24 09:06:45,959 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: status
2023-09-24 09:06:45,961 INFO    WriterThread:21156 [datastore.py:open_for_write():85] open: /root/autodl-tmp/msc_ml/llm_thought/Evaluation/wandb/run-20230924_090645-2zklwg5k/run-2zklwg5k.wandb
2023-09-24 09:06:45,962 DEBUG   SenderThread:21156 [sender.py:send():379] send: header
2023-09-24 09:06:46,237 DEBUG   SenderThread:21156 [sender.py:send():379] send: run
2023-09-24 09:06:51,238 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: keepalive
2023-09-24 09:06:56,240 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: keepalive
2023-09-24 09:06:58,265 INFO    SenderThread:21156 [dir_watcher.py:__init__():211] watching files in: /root/autodl-tmp/msc_ml/llm_thought/Evaluation/wandb/run-20230924_090645-2zklwg5k/files
2023-09-24 09:06:58,265 INFO    SenderThread:21156 [sender.py:_start_run_threads():1121] run started: 2zklwg5k with start time 1695517605.956757
2023-09-24 09:06:58,265 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: status_report
2023-09-24 09:06:58,266 DEBUG   SenderThread:21156 [sender.py:send_request():406] send_request: summary_record
2023-09-24 09:06:58,266 INFO    SenderThread:21156 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-09-24 09:06:58,271 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: check_version
2023-09-24 09:06:58,272 DEBUG   SenderThread:21156 [sender.py:send_request():406] send_request: check_version
2023-09-24 09:06:59,266 INFO    Thread-12 :21156 [dir_watcher.py:_on_file_created():271] file/dir created: /root/autodl-tmp/msc_ml/llm_thought/Evaluation/wandb/run-20230924_090645-2zklwg5k/files/wandb-summary.json
2023-09-24 09:07:01,420 DEBUG   HandlerThread:21156 [handler.py:handle_request():144] handle_request: run_start
2023-09-24 09:07:01,429 DEBUG   HandlerThread:21156 [system_info.py:__init__():31] System info init
